Title,Division
규정시행(20080616),학사
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
2008년도 2학기 농촌출신대학생 학자금 무이자융자 신청요강 안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
여름계절 사회봉사교과목 자율신청안내,학사
,
방학 중 IPTV 운영안내,행사
,
국제학생증 발급 안내,학사
,
[4학년필독]앨범사진수정 '찾아가는 서비스' 안내,학사
,
[임시휴무 공지]2008년 직원연수 관련 휴무 안내,학사
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
2008년도 2학기 농촌출신대학생 학자금 무이자융자 신청요강 안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생증 발급 일시중지 안내,학사
,
2008년 6월 21일(토) MOS테스트 시간안내,학사
,
[식품영양]식품영양학과 교직이수자 선발안내,학사
,
[총학생회MUV] 여름 농촌봉사 같이가요~!!,모집
,
여름학기 영어강좌 안내,모집
,
숙명인의 '영어뽀개기' 프로젝트가 선보입니다!!,행사
,
마치다교수 담당 일본어 성적 문의 방법,학사
,
[링구아] 박코치 영어 훈련소 7월 공지,모집
,
<총학생회MUV>후기 집행부원을 모집합니다.,모집
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
2008학년도 2학기 기초생활수급자 장학금 신청안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
[지방 거주학생]2008-2 강의시간표 우편발송 신청 안내,장학
,
[헤드라인뉴스팀] 10기 1차 합격자발표,모집
,
[4학년필독]앨범사진수정'찾아가는 서비스'안내,학사
,
[링구아]박코치 소리 영어 훈련소 7월 공지,모집
,
2008학년도 의류학과 교직이수자 선발안내,장학
,
[총학생회MUV]농촌 봉사활동 같이가요~!!,학생
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
2008년도 2학기 농촌출신대학생 학자금 무이자융자 신청요강 안내,장학
,
2008학년도 2학기 기초생활수급자 장학금 신청기간 연장 안내,장학
,
2008년 후기 학부 및 일반대학원 재입학 안내,학사
,
[4학년필독]졸업앨범 사진 수정안내,학사
,
[헤드라인뉴스팀] 10기 2차 합격자발표,모집
,
[링구아] 박코치 영어 훈련소 7월 훈련 공지!,모집
,
[경영전문대학원] 조교모집,모집
,
[영어교육평가실] 등록금 조교 모집,모집
,
<총학생회MUV>농촌 봉사활동 같이가요~!!,학생
,
2008년도 2학기 농촌출신대학생 학자금 무이자융자 신청요강 안내,장학
,
[정치외교] 교직이수 선발안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
2008년도 2학기 농촌출신대학생 학자금 무이자융자 신청요강 안내,장학
,
해외여행자를 위한 말라리아 예방 안내,행사
,
국제학생증 발급 안내,학사
,
[4학년필독]졸업앨범 사진 수정안내,학사
,
해외여행 건강수칙 안내,행사
,
[졸준위] 증명사진 배부,행사
,
2008-2학기 교양과목 학점취득 특별시험 안내,학사
,
[지방 거주학생]2008-2 강의시간표 우편발송 신청 안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
학생활동실적제출 및 우수학생장학금 장학생 선발일정,장학
,
해외여행 건강수칙 안내,행사
,
2008학년도 2학기 농촌출신대학생 학자금 신청안내,장학
,
학진등재지 <아시아여성연구> 47-2호 논문공모,학사
,
총장님 출장 공지,행사
,
[졸준위] 졸업앨범환불신청,학사
,
2008년 6월 28일(토) MOS테스트 시간안내,학사
,
메스핀선생님과 함께함께하는 Free Bible Study,행사
,
[화학과] 교직과정 이수자 선발안내,장학
,
2008학년도 2학기 기숙사 이용 안내,장학
,
해외여행 건강수칙 안내,행사
,
2008학년도 2학기 농촌출신대학생 학자금 신청안내,장학
,
[링구아] 박코치 소리 훈련소 7월 공지!,모집
,
[링구아] 2008년 7월 모의 TOEIC 안내,행사
,
[총학생회MUV]박미석씨의 복직을 반대한다,학생
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
단수 안내(7/5-7/6),행사
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
"졸업논문, 정보인증, 영어인증 심사결과 조회 안내",학사
,
"계절 사회봉사교과목 출석확인서 제출, 실습보고서 입력안내",학사
,
2008년 2학기 2차 농촌학자금 신청안내(7/2~7/11),장학
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
기 수료자 졸업신청 안내,모집
,
08년도 대한민국 인재상(대통령상) 신청 안내,모집
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
2008년 7월 5일(토) MOS테스트 시간안내,행사
,
화장실 온수 공급공사 안내,학사
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
2008/2학기 교양과목 학점취득특별시험 안내,학사
,
2008/2학기 학/석사연계과정 지원자 모집안내,장학
,
2008학년도 1학기 석차조회 연기 안내,학사
,
"계절 사회봉사교과목 출석확인서 제출, 실습보고서 입력안내",학사
,
냉난방기(FCU) 청소 안내,학사
,
2008학년도 2학기 기숙사 입사신청 안내,장학
,
2008/1 석차조회 안내,학사
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
2008학년도 여름계절학기 성적조회 안내,학사
,
정부보증 학자금대출 시행 지연 안내,장학
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
2009년 2학기 2차 농촌출신대학생학자금융자 신청안내(6/8~6/22),장학
,
기숙사 2008년 2학기 입사신청 공지,장학
,
[국문] 2008학년도 교직과정이수예정자 선발 공지,학사
,
2008학년도 2학기 계속수학 신청 안내,장학
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
웹메일 서비스 일시중지 안내 (7/9 22:00 ~ 23:00),행사
,
[졸준위] 졸업앨범 환불 관련 공지,학사
,
7월 19일 MATE 졸업자격시험 시행 안내,행사
,
2009-1학기 교육실습 안내,장학
,
2008년 7월 12일(토) MOS테스트 시간안내,행사
,
우수봉사상(두레/섬김장학금) 추천 안내,장학
,
한국고등교육재단 장학생 선발안내(~ 8.11),장학
,
농촌희망재단 2008학년도 2학기 성적우수장학생 선발 공고,장학
,
2008-2학기 교양과목 학점취득 특별시험 실시 안내,학사
,
08' 대한민국 인재상(대통령상) 신청 안내,모집
,
교내 Adobe제품군 이용안내,학사
,
제1캠퍼스 정전일정 공지,학사
,
제12기 재학생 광고모델 최종 발표,모집
,
추석열차표필요하신분!!,학사
,
새로나온 특가항공권 모음,학생
,
삼성전자 안승준 전무의 [직업과 경력개발] 2학기 수강생 모집,모집
,
2학기 학부 강의시간표 배부 안내,학사
,
졸업예정학기 수강신청 전 필독사항!!!,학사
,
"학점이수표 전공선택 나, 다군 반영 안내",학사
,
2008년 7월 19일(토) MOS테스트 시간안내,행사
,
2008년 7월 21일(월) MOS 개강안내,행사
,
교내 모든 IT서비스 일시중단 안내 (7/25 22:00 ~ 7/26 12:00),행사
,
추석 열차표 필요하신분들 보세요,학사
,
제64차 MATE 정기시험 시행 안내,학사
,
기숙사비 관련 공지사항,학사
,
제64차 MATE 정기시험 시행 안내,학사
,
새로나온 특가항공권 모음!!,학생
,
필독!! 기숙사 운영안 관련 공지(문의 내용에 대한 답변),학사
,
06학번 대상 2008학년도 기숙사 신청 공지,학사
,
제64차 MATE 정기시험 시행 안내,학사
,
학칙개정예고,학사
,
제64차 MATE 정기시험 시행 안내,학사
,
2008년 7월 26일(토) MOS테스트 시간안내,행사
,
"2008학년도 2학기 숙명면학장려/후생복지 장학금 장학생 선발, 확정 공지",장학
,
2008 여름계절학기 우수봉사자 추천안내,장학
,
[7/24] 학생일반우편 도착 알림,모집
,
볼런티어 코디네이터의 자원봉사 안내,행사
,
[총학생회MUV]일본의 독도영유권 주장 규탄 서한 제출 및 성명서 낭독,학생
,
[어학원]박코치 8월 방학 마무리 훈련!,모집
,
기숙사 새이름 모집 공고,모집
,
우수학생장학생 선발일정 안내,장학
,
제64차 MATE 정기시험 시행 안내,학사
,
극성수기 여행특가상품,학생
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
2008년 7월 28일(월) MOS 개강안내,모집
,
[필독] 취업경력개발원 주관 교과목 안내~!!!,행사
,
"2008학년도 2학기 장소사용신청(8/1, 9시부터)",학사
,
제1캠퍼스 전체 정전안내 (2차),학사
,
[경영학부] 행정조교A 모집합니다.,모집
,
2008-2학기 교양과목 학점취득 특별시험 안내,학사
,
[링구아] 박코치 8월 빡시게 훈련 공지!,모집
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
2009년 2월 졸업예정자중 MATE 졸업인증 미필자 필독_대체강좌안내,학사
,
"2008학년도 2학기 숙명면학장려/후생복지 장학금 장학생 선발, 확정 공지",장학
,
YES 프로그램과 함께하는 취업 JOB기 안내문,모집
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
2008-2 조교제도 안내문,장학
,
교내 모든 IT서비스 일시중단 안내 (8/1 00:30 ~ 05:30),학사
,
기숙사 입사 대상자 발표 공지,학사
,
기숙사 입사 대상자 제출 서류 관련 공지(입사대상자 필독!!),학사
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
2008년 8월 2일(토) MOS테스트 시간안내,학사
,
PC실습센터에서 수업관련 장소사용 신청안내,학사
,
[링구아] 박코치 8월 빡시게 훈련 공지!,모집
,
"2008학년도 2학기 숙명면학장려/후생복지 장학금 장학생 선발, 확정 공지",장학
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
2008년 8월 졸업심사결과 조회 안내,학사
,
졸업심사결과에 대한 이의신청 안내,학사
,
2008학년도 2학기 외국인 학생을 위한 버디 모집,모집
,
2008년 8월 4일(월) MOS 개강안내,행사
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
수련교수회관 정전사고 공지,학사
,
수련교수회관 복구완료,행사
,
수련교수회관 긴급 정전공지,학사
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
명신관 인터넷서비스 일시중단 안내 (8/5 10:00 ~ 22:00),학사
,
2008년 8월 모의 TOEIC 안내,행사
,
PC실습센터 수업관련 장소사용 신청안내,학사
,
볼런티어 코디네이터의 자원봉사안내,행사
,
2008/1 여름계절학기 우수봉사자(두레/섬김) 추천 안내,학사
,
8월 16일 MATE 졸업자격시험 시행 안내,학사
,
꽃매미 방제작업 8월6일 오전 실시,행사
,
[2008-2] 재학생 등록안내 (학부 및 일반/특수/원격/경영전문대학원),학사
,
‘08-2학기 기초생활수급자 장학금 추가 신청안내,장학
,
한국산업인력공단 2008년 하반기 학자금 대부사업 안내,장학
,
PC실습센터 수업관련 장소사용 신청안내,학사
,
사회봉사교과목 수강안내,모집
,
[졸준위]졸업앨범 환불 추가 신청 안내,학사
,
[박물관] 박물관 임시 휴관 안내,행사
,
총장님 출장공지,행사
,
2008년 1학기 여름계절학기 우수봉사자(두레/섬김)추천안내,학사
,
2008년 8월 9일(토) MOS테스트 시간안내,행사
,
PC 실습센터 수업관련 장소사용 신청안내,학사
,
[졸준위] 졸업앨범 환불 추가 신청 안내,학사
,
후기 졸업식 학위복대여 공지,학사
,
2008년 8월 모의 TOEIC,행사
,
명신관 네트워크 일시중단 안내 (8/11 10:00 ~ 22:00),학사
,
2008대학생멘토링 1학기말 수료식 및 평가회 안내,학사
,
[졸준위] 2008년 8월 졸업예정자 졸업앨범 수령안내,학사
,
[박물관] 박물관 임시 휴관 안내,행사
,
2008-1 여름계절 우수봉사자 추천안내,학사
,
한국산업인력공단 2008년 하반기 학자금 대부사업 안내,장학
,
[졸준위]졸업앨범 환불 신청 안내,학사
,
웹메일시스템 기존편지 별도 편지함 분류작업,학생
,
숙명리더십그룹 S리더십 체험학습 프로그램 안내,모집
,
문신미술관 임시휴관안내,행사
,
2008-2학점취득특별시험 신청자확인 및 시험장소 안내,학사
,
PC 실습센터 수업관련 장소사용 신청안내,학사
,
숙명리더십그룹 S리더십 체험학습 참가자 안내,모집
,
기숙사 입사 최종 확정자 명단,학사
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
숙명리더십그룹 S리더십 체험학습 프로그램 안내,모집
,
[박물관] 박물관 임시 휴관 안내,행사
,
2007학년도 후기 학위수여식 개최 안내,학사
,
[부고] 경상대학 경영학부 조경순교수님 별세,학사
,
새로나온 항공권특가모음,학생
,
PC실습센터 수업관련 장소사용 신청에 대한 공지,학사
,
[졸준위]졸업앨범 환불 신청 안내,학사
,
[졸준위] 2008년 8월 졸업예정자 졸업앨범 수령안내,학사
,
2008년 제6회 발명장학생 선발 안내,장학
,
제6회 여성발명경진대회,행사
,
숙명리더십그룹 S리더십 체험학습 프로그램 안내,모집
,
숙명리더십그룹 S리더십 체험학습 참가자 안내,모집
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
"2008학년도 2학기 휴학,복학 신청 안내",학사
,
정전안내 (수련교수회관/학생회관),행사
,
[LinguaExpress]가을학기 영어강좌 안내,행사
,
2008년 8월 18일(월) MOS 개강안내,행사
,
숙명리더십그룹 S리더십 체험학습 프로그램 안내,모집
,
숙명리더십그룹 S리더십 체험학습 참가자 안내,모집
,
[졸준위] 2008년 8월 졸업예정자 졸업앨범 수령안내,학사
,
[졸준위][오늘마감] 졸업앨범 환불신청 안내,학사
,
[공지] 학칙시행세칙 및 직제규정 개정안 시행(20080811),학사
,
대학원학칙 시행(20080811),학사
,
[4학년필독] 졸업앨범 '찾아가는 서비스' 안내,학사
,
2008.2학기 신규 시간제등록생 학번 공지,학사
,
기숙사 2차 입사 확정자 공지 지연 안내,학사
,
2008학년도 2학기 입국교환학생 버디 선발자,장학
,
사회봉사교과목 사전교육 안내,모집
,
기숙사 2차 입사확정자 공지(개별메일발송),학사
,
제1회 숙명 자원봉사 공모전 안내,행사
,
새공지)항공권특가모음,학사
,
볼런티어 코디네이터의 자원봉사안내,행사
,
2008년 8월 23일(토) MOS테스트 시간안내,학사
,
[Udisk] 졸업생은 미리 백업을 받으세요.,학생
,
[졸준위] 2008년 8월 졸업예정자 졸업앨범 수령안내,학사
,
2007 후기 졸업자 졸업증명서 발급 안내,행사
,
일반영어실 교과목 안내,모집
,
순헌관 전광판 임시 송출 중단 안내,학사
,
2008년도 중소기업 근로자 학자금 지원사업 안내,장학
,
2008학년도 2학기 튜터링 프로그램 시행 안내,장학
,
2008학년도 2학기 스터디그룹 시행 안내,장학
,
[교수학습]영어강의 학습전략워크숍 안내,행사
,
국적기 항공권특별가 모음,장학
,
2008년 8월 25일(월) MOS 개강안내,행사
,
건강체력실 9월 회원 모집 안내,모집
,
[4학년필독]졸업앨범'찾아가는 서비스'안내,학사
,
2007 후기 졸업자 졸업증명서 발급 안내,행사
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사업 안내,장학
,
[총학생회MUV]총학생회 홈페이지를 열었습니다,학생
,
[총학생회MUV]동아리 회장단 소집 및 회의,학생
,
2008-2 대학원 석/박사과정 외국어시험 실시 및 외국어시험 면제신청 안내,학사
,
뮤지컬 맨오브라만차 8월까지 숙대생 특별할인,학생
,
2008학년도 2학기 튜터링 프로그램 시행 안내,장학
,
2008학년도 2학기 스터디그룹 시행 안내,장학
,
[교수학습]영어강의 학습전략워크숍 안내,행사
,
사회봉사 교과목 사전교육 안내,모집
,
제1회 숙명 자원봉사 공모전 안내,행사
,
2008학년도 2학기 스터디그룹 시행 안내,장학
,
2008년 9월 모의 TOEIC,행사
,
2008년 고속도로 장학금 지급 안내문,장학
,
2008년 제6회 발명장학생 선발 안내,장학
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
[총학생회MUV]총학생회 홈페이지를 열었습니다,학생
,
2008년 8월 30일(토) MOS테스트 시간안내,학사
,
2008 2학기 대학생 멘토링 면접대상자 안내,장학
,
[총학생회MUV] 2학기 스쿨버스 운행 안내,행사
,
[졸준위] 2008년 8월 졸업예정자 졸업앨범 수령안내,학사
,
[4학년필독] 졸업앨범 '찾아가는 서비스' 안내,학사
,
2008-2학기 국제교류프로그램 설명회 및 상담부스 운영,행사
,
2008학년도 2학기 스터디그룹 시행,학사
,
2008학년도 2학기 튜터링 프로그램 시행,학사
,
[총학생회MUV]총학생회 홈페이지를 열었습니다,학생
,
한경-랑세스 제7회 <<전국 대학생 Business Presentation Contest>>,행사
,
구매팀 행정인턴십모집,모집
,
가을학기 외국어강좌 안내,장학
,
[조기마감] 도서관 디카플라자 행정인턴십 모집,모집
,
[총학생회MUV] 2학기 스쿨버스 운행 안내,행사
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사업 안내,장학
,
2008년 2학기 튜터링 프로그램 시행,학사
,
2008년 2학기 스터디그룹 시행,모집
,
[교수학습]영어강의 학습전략 워크숍 안내,행사
,
2008년 9월 모의 TOEIC,행사
,
[수강생필참]사회봉사교과목 사전교육 안내,모집
,
[졸준위]졸업앨범 수령안내,학사
,
[4학년필독]졸업사진'찾아가는 서비스'안내,학사
,
제증명 발급 임시 중단 안내,행사
,
9월 20일 MATE 졸업자격시험 시행 안내,행사
,
볼런티어 코디네이터의 자원봉사안내,행사
,
[링구아]박코치 소리 훈련소 9월 새학기 훈련!,모집
,
[총학생회MUV] 2학기 스쿨버스 운행 안내,행사
,
[총학생회MUV] 한가위 귀향버스 운행 안내,학생
,
[국문]1학기 과제물 관련,학사
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사업 안내,장학
,
[총학생회MUV]총학생회 홈페이지를 열었습니다,학생
,
KT Wibro 모뎀 S/W 업그레이드 요망,학생
,
튜터링 프로그램 시행(튜터모집 연기),모집
,
스터디그룹 시행 안내,모집
,
[총학생회]2008학년도 2학기 문화그룹 현황조사 실시 안내,모집
,
2009년 2월 졸업예정자중 MATE 졸업인증 미필자들께서는 반드시 읽어보시기 바랍니다.,학사
,
정전안내 - 제1캠퍼스 전체,행사
,
[링구아]박코치 소리훈련소 9월 새학기 훈련!,모집
,
[커뮤니티] e강의실내 대용량게시판 신설안내,학사
,
[기숙사]기숙사 새 이름 발표,행사
,
[총학생회MUV]총학생회 홈페이지를 열었습니다,학생
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사업 안내,장학
,
국내문화탐방 보고서 제출 안내,장학
,
튜터링 프로그램 시행(튜터모집 연기),모집
,
스터디그룹 시행 안내,모집
,
[총학생회]2008학년도 2학기 문화그룹 현황조사 실시 안내,모집
,
[수강생필참]사회봉사교과목 사전교육 안내,모집
,
가을학기맞이 새로운 항공권특가 출시!,학사
,
[일반대학원] 법학전공 행정법세미나I 수업 공지,학사
,
제7회 대산대학문학상 시행,행사
,
[총학생회MUV] 2학기 스쿨버스 운행 안내,행사
,
[총학생회MUV] 한가위 귀향버스 운행 안내 (1차),학생
,
[총학생회MUV] 한가위 귀향버스 운행안내 (2차),학생
,
순헌관 전광판 임시 송출중단 안내,학사
,
2008-2학기 대학생멘토링 멘토 최종합격자 발표,모집
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사업 안내,장학
,
[링구아]2008년 9월 모의 TOEIC,행사
,
국내문화탐방 보고서 제출 안내,장학
,
[총학생회MUV]2008학년도 2학기 문화그룹 현황조사 실시 안내,모집
,
튜터링 프로그램 시행(튜터모집 연장),모집
,
스터디그룹 시행 안내-장소업데이트,학사
,
[총학생회MUV]총학생회 홈페이지를 열었습니다,학생
,
국적기 항공권 특별가모음,장학
,
[LinguaExpress]가을학기 영어강좌 안내,행사
,
[멀티미디어] 영화제작과 멀티미디어 강의 소개,행사
,
외항사항공권 특별가 모음,학사
,
대학생 대부업 이용자 피해예방 홍보자료 게시,행사
,
[총학생회MUV] 한가위 귀향버스 대전편 안내,학생
,
[경영학부]4학년 2학기 졸업예정자(경영학 복수전공자),학사
,
2008년도 전공별 리더양성 프로그램 공모 실시 예정 안내,행사
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사항 안내,장학
,
국내문화탐방 보고서 제출안내,장학
,
대학생 대부업 이용자 피해예방 홍보자료 게시,행사
,
튜터링 프로그램 시행(튜터모집 연장),모집
,
스터디그룹 시행 안내-장소업데이트,학사
,
[총학생회MUV] 한가위 귀향버스 운행안내(1차),학생
,
[총학생회MUV] 한가위 귀향버스 운행안내(2차),학생
,
[링구아] 박코치 소리 훈련소 9월 훈련 공지!,모집
,
[수강생필참]사회봉사교과목 사전교육 안내,모집
,
[경영학부]4학년 2학기 졸업예정자(경영학 복수전공자),학사
,
2008 교직설명회 개최(9/4),행사
,
오늘 나온 항공권특가모음,행사
,
(재공지)외항사항공권특별가모음,학사
,
[졸업앨범]재촬영 및 신규촬영 안내,학사
,
[총학생회MUV]2008학년도 2학기 문화그룹 현황조사 실시 안내,모집
,
9월10일 총장 취임식 관련 개인차량 운행 자제요청 및 주차통제 안내,행사
,
2008 교직이수예정자 교직복수(부)전공 선발 안내,학사
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사항 안내,장학
,
국내문화탐방 보고서 제출안내,장학
,
대학생 대부업 이용자 피해예방 홍보자료 게시,행사
,
[교수학습센터]튜터링 프로그램(튜터모집 연장),모집
,
[교수학습센터]스터디그룹 모집,모집
,
[총학생회MUV]2008학년도 2학기 문화그룹 현황조사 기간연장 안내,장학
,
2009전과전형 심사기준 및 2008전과결과 현황,학사
,
2008년 9월 8일(월) MOS 개강안내,행사
,
2008년 9월 모의 TOEIC,행사
,
볼런티어코디네이터의 자원봉사 안내,행사
,
[링구아]박코치 강의실 변경 공지!,학사
,
[졸업앨범]재촬영 및 신규촬영 안내,학사
,
[영어영문] 영어학입문 분반 04 (하지영 선생님) 수업장소 변경,행사
,
[영어영문] 영어학 입문 분반 05 (하지영 선생님) 수업장소 변경,행사
,
[특채] 대한항공 승무원 캠퍼스리쿠르팅,학생
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
,
2008년도 중소기업 근로자 학자금 지원사항 안내,장학
,
국내문화탐방 보고서 제출안내,장학
,
졸업앨범 재촬영 및 신규촬영 안내,학사
,
2008-2 조교교육 실시 안내,모집
,
[총학생회MUV]2008학년도 2학기 문화그룹 현황조사 기간연장 안내,장학
,
[교수학습센터]튜터링 프로그램(12일로 튜터모집 연장),모집
,
[졸준위] 졸업앨범 신규촬영 및 재촬영 안내,학사
,
[필독] 커뮤니티 주소변경 안내,학사
,
[행정학과]명화랑(행정고시연구반) 입실시험공고,모집
,
2008년 전공별 리더양성프로그램 공모안 신청 안내,학사
,
[9/1-9/5] 학생서비스센터 보관습득물 안내,모집
,
2008학년도 2학기 정부보증 학자금대출 안내,장학
